Seq.,Grp,Sub-Cat,Stock,Description_x,Package,On Hand /cs_x,Shelf Life_x,Arrive Date_x,Lot Number_x,On Hand /cs_y,Shelf Life_y,Arrive Date_y,Lot Number_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,R,20580 * ANKO PRODUCTS *,54345,RED BEAN PASTE (TSUBUSHI AN),33#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,D,"20710 * FLOUR, WHEAT *",20469,KYORIKIKO FLOUR 1KG NISSHIN,15/1kg GREEN Camellia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,D,"20710 * FLOUR, WHEAT *",20470,HAKURIKIKO FLOUR 1KG NISSHIN,15/1kg RED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,D,"20720 * FLOUR, OTHERS *",20144,MOCHIKO BLUE STAR,36/16 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,D,"20720 * FLOUR, OTHERS *",22146 1,SHIRATAMA KO,10/7oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,D,"20720 * FLOUR, OTHERS *",22147 1,KINAKO HOSHIJIRUSHI 1KG,20/1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,D,20730 * STARCH *,22142 1,KATAKURIKO HINOMOTO KING,12/35.2oz(1kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,D,20730 * STARCH *,22143,"JOSHINKO, TAMASAN",10/450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,D,20730 * STARCH *,22848,MIYAKO KATAKURIKO,4/10#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,D,20810 * TEMPURA BATTER MIX *,23055,TEMPURAKO AGE-JOZU NISSHIN,10/1kg Welna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,D,20810 * TEMPURA BATTER MIX *,23060,NEW KING TEMPURAKO,44 #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,D,20810 * TEMPURA BATTER MIX *,23061,NEW QUEEN TEMPURAKO,44 #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,D,20810 * TEMPURA BATTER MIX *,23697,MIYAKO TEMPURA BATTER MIX,24/10 oz (BOX),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,D,20820 * PANKO *,20152,PANKO,20#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,D,20820 * PANKO *,20153,8# PANKO,8#/BAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,F,20820 * PANKO *,22937,F-NAMA PANKO,4/5# (6-8mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,D,20830 * KARAAGE KO *,20401 1,MIYAKO KARAAGE MIX,20/1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,D,20830 * KARAAGE KO *,24441 5,NISSHIN KARAAGE KO 2kg,5/4.4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,D,"20880 * MIXES, INSTANT *",21075,MISO SHIRU NO GU #4,20x100g(Wakame/Tofu/Negi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,D,"20880 * MIXES, INSTANT *",23692,S&B SAUTEED ONION POWDER MIX,10/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,D,"20880 * MIXES, INSTANT *",23693,GOMA TOFU POWDER,6/17.6oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,D,21010 * YAMASA SOY SAUCE *,20204,YAMASA HONKAISEKI SOY SAUCE,6/60floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,D,21010 * YAMASA SOY SAUCE *,20205,YAMASA SOY SAUCE REGULAR,15/34floz(1L)PLASTIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,D,21010 * YAMASA SOY SAUCE *,20207,YAMASA SOY SAUCE CRUET,12/5 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,D,21010 * YAMASA SOY SAUCE *,20210,YAMASA USUKUCHI SOY SAUCE,18 LIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,D,21010 * YAMASA SOY SAUCE *,20211,YAMASA LESS SALT SOY SAUCE,12/34 OZ PLTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,D,21010 * YAMASA SOY SAUCE *,20213,"YAMASA LESS SALT, CRUET",12/5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,D,21010 * YAMASA SOY SAUCE *,20214,YAMASA SHINMI,"15/34 OZ, PLT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,D,21010 * YAMASA SOY SAUCE *,20215,YAMASA SASHIMI TARE,12/6.7 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,D,21010 * YAMASA SOY SAUCE *,20253,YAMASA TAMARI SHOYU,500/0.19floz(Gluten Free),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,D,21010 * YAMASA SOY SAUCE *,20300,YAMASA LESS SALT SOY SAUCE,6/64floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,D,21010 * YAMASA SOY SAUCE *,20301,"YAMASA SOY SAUCE, TUB",5 GAL(18.9 L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,D,21010 * YAMASA SOY SAUCE *,20302,"YAMASA SOY SAUCE, PLT USA",6/HALF GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,D,21010 * YAMASA SOY SAUCE *,20304,YAMASA SOY SAUCE BOT USA,12/10 FLOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,D,21010 * YAMASA SOY SAUCE *,20306,YAMASA SOY SAUCE USA,4/1 GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,D,21010 * YAMASA SOY SAUCE *,20306 9,* YAMASA SOY SAUCE USA,4/1 GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,D,21010 * YAMASA SOY SAUCE *,20308,YAMASA MARUDAIZU,15/34 oz(1L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,D,21010 * YAMASA SOY SAUCE *,20316,YAMASA YUKI MARUDAIZU,6/34 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,D,21010 * YAMASA SOY SAUCE *,20392,BIB YAMASA SOY SAUCE,5 Gal / 18.9 Ltr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,D,21010 * YAMASA SOY SAUCE *,20536 1,YAMASA CHO TOKUSEN MARUDAIZU S,24/6.7floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,D,21010 * YAMASA SOY SAUCE *,22908,YAMASA LESS SALT SOY SAUCE,5 gal (BIB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,D,21010 * YAMASA SOY SAUCE *,22909,YAMASA LESS SALT SOY SAUCE,12/15.5oz GLASS BTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,D,21010 * YAMASA SOY SAUCE *,22910 1,YAMASA LESS SALT SOY SAUCE,500/0.25oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,D,21010 * YAMASA SOY SAUCE *,23521,"YAMASA SOY SAUCE, SHIDASHI",400/.25 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,D,21010 * YAMASA SOY SAUCE *,23521 1,"YAMASA SOY SAUCE, SHIDASHI",500/.25 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,D,21010 * YAMASA SOY SAUCE *,23525,YAMASA USUKUCHI SOYSAUCE,15/34 FLOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,D,21010 * YAMASA SOY SAUCE *,27187,YAMASA SOYSAUCE REGULAR,24/17 OZ PLASTIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,D,21010 * YAMASA SOY SAUCE *,27187 1,"YAMASA SOY SAUCE, PLASTIC",12/17oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,D,21030 * KIKKOMAN SOY SAUCE *,20216,KIKKOMAN SOY SAUCE,5 GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,D,"21050 * SOY SAUCE, OTHER BRAND",9501,USUKUCHI SHODA SHOYU,6/1.8L (205251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,D,"21050 * SOY SAUCE, OTHER BRAND",16403,YAMAE AMAKUCHI SASHIMI SHOYU,6/1.8L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,D,"21050 * SOY SAUCE, OTHER BRAND",16486,SHODA SPICY SAUCE,6/71.66oz(2.032kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,D,"21050 * SOY SAUCE, OTHER BRAND",16487,SHODA YUZU SAUCE,6/71.59oz(2.030kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,D,"21050 * SOY SAUCE, OTHER BRAND",20227,HIGASHIMARU USUKUCHI,15/1 LIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,R,"21050 * SOY SAUCE, OTHER BRAND",20228,YAMASHIN SHIRO SHOYU,6/60 floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,D,"21050 * SOY SAUCE, OTHER BRAND",20523,UNI SHOYU,24/4.06oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,D,"21050 * SOY SAUCE, OTHER BRAND",20525,"YAMASA TAMARI SHOYU, ORGANIC",5GAL(18.9L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,D,"21050 * SOY SAUCE, OTHER BRAND",20526,"YAMASA TAMARI SHOYU, ORGANIC",6/64oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,D,"21050 * SOY SAUCE, OTHER BRAND",20527,"YAMASA TAMARI SHOYU, ORGANIC",12/5oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,D,"21050 * SOY SAUCE, OTHER BRAND",20528,WHITE TAMARI SHOYU,6/720ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,D,"21050 * SOY SAUCE, OTHER BRAND",23068,CLEAR SHOYU #166009,12/100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,D,"21050 * SOY SAUCE, OTHER BRAND",23077,SHODA GLUTEN FREE SHOYU 1.8L,6/60.9floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,D,"21050 * SOY SAUCE, OTHER BRAND",23079,NAKAROKU PREMIUM TAMARI SHOYU,6/60.9floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,R,"21050 * SOY SAUCE, OTHER BRAND",23080,YAMASHIN SHIRO SHOYU 360ML,20/360ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,D,"21050 * SOY SAUCE, OTHER BRAND",23088,SHODA SHOYU TOKKYU REGULAR,6/1.8L (105162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,D,"21050 * SOY SAUCE, OTHER BRAND",23089,SHODA SHOYU TOKKYU 1L,15/33.8 floz (105159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,D,"21050 * SOY SAUCE, OTHER BRAND",23090,SHODA SHOYU TOKKYU 500ML,20/16.9 floz (105161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,D,"21050 * SOY SAUCE, OTHER BRAND",23091,SHODA SHOYU CRUET 150ML,12/5.07 floz (135133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,D,"21050 * SOY SAUCE, OTHER BRAND",23092,NAKAROKU GF TAMARI SHOYU,18L GLUTEN FREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,R,"21050 * SOY SAUCE, OTHER BRAND",23098,TATSUMI MARUDAIZU SHOYU,6/1.8L Koikuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,D,21205 * TERIYAKI & YAKINIKU SAU,20155,YAMASA GLUTEN FREE SOY GLAZE,6/83floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,D,21205 * TERIYAKI & YAKINIKU SAU,20315,YAMASA TERIYAKI SAUCE,12/10 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,D,21205 * TERIYAKI & YAKINIKU SAU,20515,TERIYAKI SAUCE SESAME & GINGER,6/78oz (QP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,D,21205 * TERIYAKI & YAKINIKU SAU,24365,YAMASA CITRUS MISO GLAZE GLUTE,"6/82oz, NO MSG GLUTENFREE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,D,"21210 * UNAGI, ANAGO, YAKINIKU",20246,MIYAKO EEL SAUCE (NO MSG),6/2kg(70.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,D,"21210 * UNAGI, ANAGO, YAKINIKU",20317,UNAGI SAUCE (NO MSG) MIZKAN,6/64oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,D,"21210 * UNAGI, ANAGO, YAKINIKU",20818,SHISO PREM. SUSHI SAUCE,6/64OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,D,"21210 * UNAGI, ANAGO, YAKINIKU",20820,PREMIUM SUSHI SAUCE,6/1.8 L WJA-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,D,"21210 * UNAGI, ANAGO, YAKINIKU",22712,"UNAGI KABAYAKI TARE,SUZUKATSU",6/60floz(1.8L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,R,21220 * SHABU SHABU SAUCE *,32883,MITSUKAN GOMA SHABU,12/8.4 FLOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,F,21220 * SHABU SHABU SAUCE *,32885,F-MIYAKO GOMA SHABU,4/1GAL(128oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,D,21240 * WORCESTER SAUCE *,20243 1,KAGOME CHUNO MINI,15/40x8ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,D,21240 * WORCESTER SAUCE *,20244,KAGOME WORCESTER,6/60 FLOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,D,21240 * WORCESTER SAUCE *,20245,KAGOME WORCESTER,30/10 FLOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,D,21240 * WORCESTER SAUCE *,24269,KAGOME CHUNO SAUCE,3/10/10 floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,D,21245 * TONKATSU SAUCE *,20241,KAGOME TONKATSU SAUCE,"6/60 OZ, PLTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,D,21245 * TONKATSU SAUCE *,20242,KAGOME TONKATSU,3/10/10 floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,D,21245 * TONKATSU SAUCE *,24274,"TAKE OUT TONKATSU SAUCE,KAGOME",15/40pcs x 8ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,D,21250 * YAKISOBA & OKONOMI SAUC,20297,SENMONTEN-YO YAKISOBA SAUCE,6/1.8L HAGURUMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,D,21250 * YAKISOBA & OKONOMI SAUC,23002,SOMI SPICY GARLIC SAUCE,12/20.4oz (580g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,D,21250 * YAKISOBA & OKONOMI SAUC,23002 1,E SOMI SPICY GARLIC SAUCE,12/20.4oz (580g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,R,"21255 * SAUCES, OTHERS *",15471,WAKOU KISHU PLUM SAUCE,"12/2.2#, NO MSG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,R,"21255 * SAUCES, OTHERS *",22386,SSK TARTAR SAUCE 1KG,10/1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,R,"21255 * SAUCES, OTHERS *",22393,"MC TARTAR SAUCE,YUKI",6/33.5oz(950g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,D,"21255 * SAUCES, OTHERS *",24195,YAMASHIN OLIVE SHOYU YUZUKOSHO,12/7.05oz(200g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,R,"21255 * SAUCES, OTHERS *",24356,SOMI NINNIKU SHOYU TARE,6/2KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,R,"21255 * SAUCES, OTHERS *",24357,VEG DEMI-GLACE SAUCE POWDER,15/1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,F,"21255 * SAUCES, OTHERS *",24359,F-YAMA MISOYAKI SAUCE,4/10 LBS(128oz),1,,5/7/2019 0:00,LA-1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,F,"21255 * SAUCES, OTHERS *",24359,F-YAMA MISOYAKI SAUCE,4/10 LBS(128oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,F,"21255 * SAUCES, OTHERS *",24359,F-YAMA MISOYAKI SAUCE,4/10 LBS(128oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,F,"21255 * SAUCES, OTHERS *",24359,F-YAMA MISOYAKI SAUCE,4/10 LBS(128oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,R,"21255 * SAUCES, OTHERS *",24387,"MISO TARE, MARUYA HATCHO MISO",7/10/150g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,R,"21255 * SAUCES, OTHERS *",24389 1,"MISO TARE, MARUYA HATCHO 500G",12/500g(17.6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,F,"21255 * SAUCES, OTHERS *",70611,F-YAMASA DEMI-GLACE SAUCE,60x4oz,3,,10/4/2019 0:00,LA-1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,F,"21255 * SAUCES, OTHERS *",70611,F-YAMASA DEMI-GLACE SAUCE,60x4oz,2,,2/28/2020 0:00,LA-2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,F,"21255 * SAUCES, OTHERS *",70611,F-YAMASA DEMI-GLACE SAUCE,60x4oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,F,"21255 * SAUCES, OTHERS *",70611,F-YAMASA DEMI-GLACE SAUCE,60x4oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,R,21270 * MAYONNAISE & KETCHUP *,20251,Q.P.MAYONNAISE,4/1 GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,R,21270 * MAYONNAISE & KETCHUP *,20252,Q.P.MAYONNAISE(500 G),20/17.6 OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,R,21270 * MAYONNAISE & KETCHUP *,20314,MAYONNAISE (MIYAKO),4/1 GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,R,21270 * MAYONNAISE & KETCHUP *,20314 1,X MAYONNAISE (MIYAKO),4/1 GAL (EXP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,R,21270 * MAYONNAISE & KETCHUP *,20396,1/2 GAL QP MAYONNAISE,6/64 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,D,21280 * EAST ASIAN SAUCES *,3017 1,SAMBAL OELEK,3/1GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,D,21280 * EAST ASIAN SAUCES *,5393,KC OYSTER SAUCE,6/4.85LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,D,21280 * EAST ASIAN SAUCES *,6613 1,YUKI TENMENJYAN,12/1KG(2.2#),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,D,21280 * EAST ASIAN SAUCES *,6615 1,YUKI TOBANJAN,12/1KG(2.2#),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,R,21280 * EAST ASIAN SAUCES *,13208,WAKOU SPICY SESAME SAUCE,12/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,D,21280 * EAST ASIAN SAUCES *,30491,SWEET CHILI SAUCE (MIZKAN),4/1GAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,D,21280 * EAST ASIAN SAUCES *,30495,CHILI BEANS SAUCE (TOBANJYAN),12/13oz (LKK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,D,21280 * EAST ASIAN SAUCES *,33412,SRIRACHA HOT CHILI SAUCE,12/28oz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,R,21280 * EAST ASIAN SAUCES *,40637,ROASTED BLK GARLIC OIL (MA-YU),10/900g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,D,21280 * EAST ASIAN SAUCES *,75160,OYSTER SAUCE,24/18oz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,D,21280 * EAST ASIAN SAUCES *,75200,SWEET CHILI SAUCE (MAE PLOY),12/32oz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,D,"21510 * SALAD DRESSINGS, BULK *",15291,QP GARLIC ONION DRESSING,6/64oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,D,"21510 * SALAD DRESSINGS, BULK *",15292,QP YUZU KOSHO DRESSING,6/64oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,D,"21510 * SALAD DRESSINGS, BULK *",22703,JAPANESE DRESSING(WASABI+YUZU),6/60FLOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,R,"21510 * SALAD DRESSINGS, BULK *",22853,MTK GINGER DRES USA,6/32OZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
