Seq.,Grp,Sub-Cat,Stock,Description_x,Package,On Hand /cs_x,Shelf Life_x,Arrive Date_x,Lot Number_x,On Hand /cs_y,Shelf Life_y,Arrive Date_y,Lot Number_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,F,"43090 * OTHERS, SUSHI-YO, FROZE",73105 1,F-NASU WASABI FOR SUSHI,20/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,F,"43505 * UNAGI, FROZEN *",64002 1,F-GLOBAL UNAGI 11OZ (ARGUILLA),11LB/CS G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,F,"43505 * UNAGI, FROZEN *",70496,F-FISHERMAN UNAGI 9OZ,11#/CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,F,"43505 * UNAGI, FROZEN *",73705,F-PACIFIC UNAGI 10oz,11#/CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,F,"43505 * UNAGI, FROZEN *",73707 1,F-K-CUT UNAGI,11LB (2a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,F,"43505 * UNAGI, FROZEN *",74264,F-UNAGI 12OZ,"11LB, ROSTRATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,F,"43505 * UNAGI, FROZEN *",74268,F-PACIFIC UNAGI 12OZ,11# NO MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,F,"43510 * ANAGO, FROZEN *",71002,F-NI ANAGO,30/20pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,F,"43510 * ANAGO, FROZEN *",73145,"F-KIZAMI ANAGO ""UMAMI""",8/2.2LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,F,"43520 * EBI, FROZEN *",6028,"F-LG SOFT SHELL SHRIMP ,FK",10/25pcs(455g),7,,12/17/2019 0:00,FK-1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,F,"43520 * EBI, FROZEN *",6028,"F-LG SOFT SHELL SHRIMP ,FK",10/25pcs(455g),5,,2/5/2020 0:00,FK-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,F,"43520 * EBI, FROZEN *",6028,"F-LG SOFT SHELL SHRIMP ,FK",10/25pcs(455g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,F,"43520 * EBI, FROZEN *",6028,"F-LG SOFT SHELL SHRIMP ,FK",10/25pcs(455g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,F,"43520 * EBI, FROZEN *",70392 1,F-SPOT PRAWN XL(BOTAN EBI),12/2.2#(20-24PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,F,"43520 * EBI, FROZEN *",70460,F-NOBASHI EBI 21/25 FK,4/5/20PCS WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,F,"43520 * EBI, FROZEN *",73033,F-EBI KATSU,10/24pc(23g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,F,"43530 * KANI, FROZEN *",8339,"F-SNOW CRAB COMBO MEAT,TJ",6/5# KOREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,F,"43530 * KANI, FROZEN *",70414,F-MEDIUM SOFT SHELL CRAB,6/2.2LB (24PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,F,"43530 * KANI, FROZEN *",73556,F-SNOW CRAB MEAT(3:7),6/5#(2.5#x2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,F,"43530 * KANI, FROZEN *",74207,F-PRIME SOFT SHELL CRAB (SM),6/1KG (14PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,F,"43530 * KANI, FROZEN *",74208,F-HOTEL SOFT SHELL CRAB (SM),6/1KG (18PC),16,,11/14/2019 0:00,SM-1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,F,"43530 * KANI, FROZEN *",74208,F-HOTEL SOFT SHELL CRAB (SM),6/1KG (18PC),10,,2/28/2020 0:00,SM-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,F,"43530 * KANI, FROZEN *",74208,F-HOTEL SOFT SHELL CRAB (SM),6/1KG (18PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,F,"43530 * KANI, FROZEN *",74208,F-HOTEL SOFT SHELL CRAB (SM),6/1KG (18PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,F,"43530 * KANI, FROZEN *",74238,F-KANI MISO BENI ZUWAI,8/6/60g(2.12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,F,"43530 * KANI, FROZEN *",74238 1,F-KANI MISO BENI ZUWAI,8/6/60G(2.12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,F,"43540 * IKA, FROZEN *",65645 1,"F-HOTARUIKA OKIZUKE,AF",6/1.1#(500g) ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,F,"43540 * IKA, FROZEN *",70283 1,F-MONGO IKA NO MSG,10/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,F,"43540 * IKA, FROZEN *",70298,F-YOBUKO KENSAKI IKA ROUND(L),0.88#/SAGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,F,"43540 * IKA, FROZEN *",71178,"F-OSUSHIYA MONGO ""M size""",20/500g (AZ) ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,F,"43540 * IKA, FROZEN *",71410,F-SURUME IKA AOMORI,17.6#(21-25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,F,"43540 * IKA, FROZEN *",71410 1,F-SURUME IKA CHINA,17.6#(21-25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,F,"43540 * IKA, FROZEN *",74227,F-ABURI SAKI IKA,20/1.1# ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,F,"43540 * IKA, FROZEN *",74691,F-IKAGESO KUSHI,1.2kg(30pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,F,"43540 * IKA, FROZEN *",74692,"F-SURUME IKA, CUT",1.5kg(30pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,F,"43540 * IKA, FROZEN *",74693,"F-SURUME IKA, SUGATA",1.5kg(30pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,F,"43550 * TAKO, FROZEN *",71375,F-SASHIMI TAKO HOKKAIDO,4.4#/CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,F,"43550 * TAKO, FROZEN *",71472,F-MADAKO,4CTS (22LB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,F,"43550 * TAKO, FROZEN *",71491,F-TAKO LEGS BOILED HOKKAIDO,22LB (ab.11pcs),8,,4/5/2019 0:00,MK-1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,F,"43550 * TAKO, FROZEN *",71491,F-TAKO LEGS BOILED HOKKAIDO,22LB (ab.11pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,F,"43550 * TAKO, FROZEN *",71491,F-TAKO LEGS BOILED HOKKAIDO,22LB (ab.11pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,F,"43550 * TAKO, FROZEN *",71491,F-TAKO LEGS BOILED HOKKAIDO,22LB (ab.11pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,F,"43550 * TAKO, FROZEN *",73566,F-MADAKO (JAPAN),4CTS (22LB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,F,"43550 * TAKO, FROZEN *",73568,F-BOILED OCTOPUS SKEWER,1.98#(30pcs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,F,"43560 * KAI, FROZEN *",70389,F-JAPANESE SCALLOP(FOR TEPPAN),6/5lb(AB.67PC)(IQF)10/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,F,"43560 * KAI, FROZEN *",70551,F-HAMAGURI COOKED IN SHELL,20/1LB (20-30ct) VIETNAM,4,,12/10/2019 0:00,FK-1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,F,"43560 * KAI, FROZEN *",70551,F-HAMAGURI COOKED IN SHELL,20/1LB (20-30ct) VIETNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,F,"43560 * KAI, FROZEN *",70551,F-HAMAGURI COOKED IN SHELL,20/1LB (20-30ct) VIETNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,F,"43560 * KAI, FROZEN *",70551,F-HAMAGURI COOKED IN SHELL,20/1LB (20-30ct) VIETNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,F,"43560 * KAI, FROZEN *",70804,F-MUSHI MAGAKI (L),10/2.2LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,F,"43560 * KAI, FROZEN *",70885,F-M HOTATE HALF SHELL,25/3pcs(7.5lb/cs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,F,"43560 * KAI, FROZEN *",71097,F-BABY HOTATE HIMOTSUKI(M),5/2.2#(101-150pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,F,"43560 * KAI, FROZEN *",71097 1,F-BABY HOTATE HIMOTSUKI (2L),5/2.2# (61-80pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,F,"43560 * KAI, FROZEN *",71228,F-3S HOTATE KAIBASHIRA FK,10/2.2#(41-50PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,F,"43560 * KAI, FROZEN *",71228,F-3S HOTATE KAIBASHIRA FK,10/2.2#(41-50PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,F,"43560 * KAI, FROZEN *",71228,F-3S HOTATE KAIBASHIRA FK,10/2.2#(41-50PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,F,"43560 * KAI, FROZEN *",72999,"F-MUSHI MAGAKI (M), AF",10/2.2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,F,"43560 * KAI, FROZEN *",73514,F-CLAM COOKED IN SHELL(ASARI),10/2LB (31-40ct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,F,"43560 * KAI, FROZEN *",73516,F-HAMAGURI COOKED IN SHELL,20/1LB (10-15ct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,F,"43560 * KAI, FROZEN *",74250,F-SCALLOP HALF SHELL(L),25/3pcs(7.5lb/cs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,F,"43590 * GYORAN, OTHERS, FROZEN",3233,F-BINCHO NERI KARASUMI,20/50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,F,"43590 * GYORAN, OTHERS, FROZEN",3233,F-BINCHO NERI KARASUMI,20/50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,F,"43590 * GYORAN, OTHERS, FROZEN",3233,F-BINCHO NERI KARASUMI,20/50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,F,"43590 * GYORAN, OTHERS, FROZEN",15093,F-KARASHI MENTAIKO JOKIRE(S),6/2.2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,F,"43590 * GYORAN, OTHERS, FROZEN",15094,F-MENTAIKO TUBE HOT (KANEFUKU),30/300G (#67699),3,,6/12/2019 0:00,KA-1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,F,"43590 * GYORAN, OTHERS, FROZEN",15094,F-MENTAIKO TUBE HOT (KANEFUKU),30/300G (#67699),2,,9/18/2019 0:00,KA-1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,F,"43590 * GYORAN, OTHERS, FROZEN",15094,F-MENTAIKO TUBE HOT (KANEFUKU),30/300G (#67699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,F,"43590 * GYORAN, OTHERS, FROZEN",15094,F-MENTAIKO TUBE HOT (KANEFUKU),30/300G (#67699),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,F,"43590 * GYORAN, OTHERS, FROZEN",15095,F-TARAKO TUBE (KANEFUKU),30/300G (#67399),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,F,"43590 * GYORAN, OTHERS, FROZEN",15838,F-MENTAIKO BOX 140G,36/140G (#74900),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,F,"43590 * GYORAN, OTHERS, FROZEN",70140,F-MIYAKO MASAGO (AZ),4/4.4# (84048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,F,"43590 * GYORAN, OTHERS, FROZEN",70174,F-MENTAIKO TUBE MILD (KANEFUKU,30/300G (#67397),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,F,"43590 * GYORAN, OTHERS, FROZEN",70387,F-HABANERO MASAGO (AZ),24/1.1# ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,F,"43590 * GYORAN, OTHERS, FROZEN",71501,F-MENTAIKO PASTE NATURAL,18/8.8OZ (AZ) ***,3,,7/8/2019 0:00,D-04068001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,F,"43590 * GYORAN, OTHERS, FROZEN",71501,F-MENTAIKO PASTE NATURAL,18/8.8OZ (AZ) ***,2,,7/29/2019 0:00,D-04087701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,F,"43590 * GYORAN, OTHERS, FROZEN",71501,F-MENTAIKO PASTE NATURAL,18/8.8OZ (AZ) ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,F,"43590 * GYORAN, OTHERS, FROZEN",71501,F-MENTAIKO PASTE NATURAL,18/8.8OZ (AZ) ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,F,"43590 * GYORAN, OTHERS, FROZEN",71523,F-MARUKYO MASAGO,8/2.2LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,F,"43590 * GYORAN, OTHERS, FROZEN",71537,F-JALAPENO MASAGO (AZ),24/1.1#,0.416666667,,7/29/2019 0:00,D-04087701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,F,"43590 * GYORAN, OTHERS, FROZEN",71537,F-JALAPENO MASAGO (AZ),24/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,F,"43590 * GYORAN, OTHERS, FROZEN",71537,F-JALAPENO MASAGO (AZ),24/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,F,"43590 * GYORAN, OTHERS, FROZEN",71537,F-JALAPENO MASAGO (AZ),24/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,F,"43590 * GYORAN, OTHERS, FROZEN",71551,F-TOBIKKO SRIRACHA UMAMI,12/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,F,"43590 * GYORAN, OTHERS, FROZEN",71553,F-MENTAIKO NAMIKIRE 2KG(JAPAN),5/2KG (#6745),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,F,"43590 * GYORAN, OTHERS, FROZEN",71555,F-SHISHAMO (THAIWAN),8/600gm(AB.34PC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,F,"43590 * GYORAN, OTHERS, FROZEN",71557,F-NATURAL COLOR MENTAIKO 2L,6/1KG (#6630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,F,"43590 * GYORAN, OTHERS, FROZEN",71558,F-MIYAKO MASAGO (AZ),4/4.4#(84805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,F,"43590 * GYORAN, OTHERS, FROZEN",71559,F-IKURA SHOYU ZUKE,12/2.2#/JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,F,"43590 * GYORAN, OTHERS, FROZEN",71559,F-IKURA SHOYU ZUKE,12/2.2#/JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,F,"43590 * GYORAN, OTHERS, FROZEN",71559,F-IKURA SHOYU ZUKE,12/2.2#/JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,F,"43590 * GYORAN, OTHERS, FROZEN",71877,F-MASAGO (RED),4/4.4LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,F,"43590 * GYORAN, OTHERS, FROZEN",71888 1,F-KARASHI MENTAIKO(MASH),16/12oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,F,"43590 * GYORAN, OTHERS, FROZEN",71898,F-XIP CHUM IKURA(RED),12/2.2#(1kg),19,,11/6/2019 0:00,LA-1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,F,"43590 * GYORAN, OTHERS, FROZEN",71898,F-XIP CHUM IKURA(RED),12/2.2#(1kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,F,"43590 * GYORAN, OTHERS, FROZEN",71898,F-XIP CHUM IKURA(RED),12/2.2#(1kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,F,"43590 * GYORAN, OTHERS, FROZEN",71898,F-XIP CHUM IKURA(RED),12/2.2#(1kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,F,"43590 * GYORAN, OTHERS, FROZEN",71903,F-MENTAIKO HOT 80G,8/8/80g (#7038),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,F,"43590 * GYORAN, OTHERS, FROZEN",71904,F-MENTAIKO MILD 80G,8/8/80g (#7044),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,F,"43590 * GYORAN, OTHERS, FROZEN",71905,F-TARAKO MASH,8/8/80g (#7040),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,F,"43590 * GYORAN, OTHERS, FROZEN",72725,F-TOBIKKO BLACK(SM),12/500g,16,,7/17/2017 0:00,SM-1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,F,"43590 * GYORAN, OTHERS, FROZEN",72725,F-TOBIKKO BLACK(SM),12/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,F,"43590 * GYORAN, OTHERS, FROZEN",72725,F-TOBIKKO BLACK(SM),12/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,F,"43590 * GYORAN, OTHERS, FROZEN",72725,F-TOBIKKO BLACK(SM),12/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,F,"43590 * GYORAN, OTHERS, FROZEN",72726,F-TOBIKKO WASABI(SM),12/500g,16,,7/17/2017 0:00,SM-1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,F,"43590 * GYORAN, OTHERS, FROZEN",72726,F-TOBIKKO WASABI(SM),12/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,F,"43590 * GYORAN, OTHERS, FROZEN",72726,F-TOBIKKO WASABI(SM),12/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,F,"43590 * GYORAN, OTHERS, FROZEN",72726,F-TOBIKKO WASABI(SM),12/500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,F,"43590 * GYORAN, OTHERS, FROZEN",73326 1,F-TOBIKKO ORANGE UMAMI,24/1.1# (AZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,F,"43590 * GYORAN, OTHERS, FROZEN",73327 1,"F-WASABI TOBIKKO UMAMI, AF",24pk/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,F,"43590 * GYORAN, OTHERS, FROZEN",74010,F-SILVER BAY CHUM IKURA,12/2.2 LBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,F,"43590 * GYORAN, OTHERS, FROZEN",74040 1,"F-YUZU TOBIKKO UMAMI,AF",24/1.1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,F,"43590 * GYORAN, OTHERS, FROZEN",74127 1,F-TOBIKKO RED UMAMI,24/1.1#(500g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,F,"43590 * GYORAN, OTHERS, FROZEN",76262 1,F-TOBIKKO BLACK UMAMI,24/1.1#(500g)(AZ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,R,44010 * FISH *,60475,MENUKE (THORNHEAD) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,R,44010 * FISH *,60476,HON ARA (SAWEDGED PERCH) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,R,44010 * FISH *,60478,SUZUKI (SEABASS) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,R,44010 * FISH *,60479,ISHIDAI (ROCK BREAM) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,R,44010 * FISH *,60480,IRA (TUSKFISH) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,R,44010 * FISH *,60481,MAKOGAREI (MARBLED SOLE) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,R,44010 * FISH *,60482,HATAHATA(SAILFIN SANDFISH) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,R,44010 * FISH *,60483,KUROMUTSU (BLUE FISH) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,R,44010 * FISH *,60484,SAYORI (HALF BEAK) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,R,44010 * FISH *,60485,WAKASAGI (JAPANESE SMELT) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,R,44010 * FISH *,60486,KAMASU (BARRACUDA) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,R,44010 * FISH *,60487,KURODAI (BLACK SEABREAM) GOT,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
